X_Axis;Y_Axis;Z_Axis;Sum_Vectors;label
1.19;2.64;1.06;3.08;0
1.23;2.71;1.06;3.16;0
1.44;3.06;1.23;3.6;0
1.28;2.66;1.14;3.17;0
1.23;2.52;1.07;3;0
1.26;2.37;1.03;2.87;0
1.32;2.27;1;2.81;0
1.32;2.27;1;2.81;0
1.19;2.53;1.19;3.04;0
1.25;2.66;1.17;3.17;0
1.13;2.63;1.1;3.07;0
0.97;2.28;0.85;2.62;0
0.96;2.03;0.77;2.37;0
0.86;2.13;0.71;2.41;0
0.88;2.29;0.86;2.6;0
0.9;2.41;0.96;2.75;0
1.08;2.46;0.91;2.84;0
1.05;2.37;0.81;2.72;0
0.86;1.86;0.66;2.15;0
0.92;1.76;0.61;2.08;0
0.93;1.8;0.53;2.1;0
1.21;1.85;0.6;2.29;0
1.3;2.09;0.68;2.56;0
0.86;1.53;0.51;1.84;0
0.62;1.33;0.41;1.53;0
0.74;1.16;0.34;1.42;0
0.82;1.23;0.42;1.54;0
0.83;1.42;0.51;1.72;0
0.83;1.43;0.51;1.74;0
0.76;1.32;0.45;1.6;0
0.78;1.13;0.39;1.43;0
0.84;0.96;0.36;1.33;0
0.74;0.83;0.36;1.17;0
0.72;1.18;0.45;1.46;0
0.72;1.18;0.45;1.46;0
1.16;0.88;0.39;1.51;0
0.8;1.14;0.62;1.53;0
0.74;1.38;0.6;1.68;0
0.8;1.56;0.61;1.86;0
0.84;1.47;0.58;1.79;0
0.89;1.49;0.56;1.82;0
0.84;1.53;0.51;1.82;0
0.89;1.59;0.61;1.93;0
0.65;1.4;0.66;1.68;0
0.7;1.61;0.64;1.87;0
0.83;1.44;0.59;1.77;0
0.81;1.53;0.53;1.81;0
1.25;1.88;0.49;2.31;0
1.17;1.45;0.51;1.94;0
1.29;1.43;0.47;1.98;0
0.99;1.5;0.5;1.87;0
0.78;1.56;0.59;1.84;0
0.81;1.51;0.6;1.82;0
0.81;1.44;0.57;1.75;0
0.81;1.49;0.59;1.8;0
0.71;1.56;0.6;1.81;0
0.56;1.41;0.51;1.6;0
0.55;1.38;0.49;1.56;0
0.74;1.37;0.52;1.64;0
0.84;1.26;0.51;1.6;0
0.65;1.49;0.51;1.71;0
0.72;1.35;0.45;1.6;0
0.72;1.32;0.42;1.57;0
0.65;1.09;0.37;1.32;0
0.66;0.96;0.35;1.22;0
0.64;1.35;0.45;1.57;0
0.72;1.34;0.47;1.59;0
0.64;1.31;0.44;1.52;0
0.64;1.17;0.38;1.39;0
0.67;1.14;0.42;1.39;0
0.57;1.12;0.43;1.33;0
0.58;1.1;0.43;1.32;0
0.66;1.09;0.41;1.34;0
0.69;1.06;0.42;1.33;0
0.97;0.9;0.23;1.34;0
0.7;0.98;0.27;1.23;0
0.99;1.04;0.42;1.5;0
1.01;1.08;0.46;1.55;0
1.01;1.08;0.46;1.55;0
1.02;1.44;0.43;1.82;0
0.73;1.46;0.38;1.68;0
0.57;1.27;0.37;1.44;0
0.95;1.15;0.38;1.54;0
0.81;1.05;0.37;1.38;0
1.06;0.97;0.42;1.5;0
1.15;1.1;0.47;1.66;0
0.94;1.21;0.5;1.62;0
0.93;1.41;0.54;1.78;0
0.75;1.47;0.51;1.73;0
0.67;1.51;0.56;1.75;0
0.7;1.35;0.52;1.61;0
0.96;1.27;0.51;1.67;0
1.28;0.99;0.47;1.69;0
1.19;1.04;0.46;1.65;0
0.98;1.35;0.5;1.74;0
0.91;1.57;0.57;1.91;0
0.81;1.51;0.55;1.8;0
1.15;1.58;0.62;2.05;0
0.95;1.61;0.63;1.97;0
0.88;1.62;0.62;1.95;0
0.78;1.56;0.65;1.86;0
0.78;1.5;0.62;1.8;0
0.73;1.52;0.68;1.83;0
0.78;1.49;0.7;1.83;0
0.84;1.77;0.74;2.09;0
0.93;1.86;0.73;2.2;0
0.99;2.03;0.85;2.42;0
0.81;1.74;0.76;2.07;0
0.81;1.75;0.81;2.09;0
0.85;1.79;0.78;2.14;0
0.84;1.62;0.7;1.95;0
0.86;1.46;0.58;1.79;0
0.76;1.44;0.58;1.73;0
0.74;1.59;0.67;1.88;0
1.05;1.55;0.72;2.01;0
1.06;1.75;0.8;2.2;0
1.01;1.9;0.78;2.29;0
1.02;2.06;0.82;2.44;0
0.88;2.1;0.82;2.42;0
1;2.58;1.07;2.97;0
1.12;2.68;1.11;3.11;0
1.19;2.8;1.16;3.26;0
1.22;2.67;1.04;3.12;0
1.15;2.47;0.96;2.89;0
1.13;2.37;0.96;2.8;0
1.12;2.43;1.04;2.87;0
1.42;2.57;1.05;3.12;0
1.36;2.55;1.03;3.07;0
1.34;2.56;1.01;3.06;0
1.41;2.63;1.13;3.2;0
1.42;2.57;1.19;3.17;0
1.25;2.24;1;2.75;0
1.26;2.36;1.03;2.87;0
1.47;2.57;1.11;3.16;0
1.35;2.42;1.08;2.98;0
1.14;2.4;0.98;2.84;0
1.11;2.33;0.98;2.76;0
1.12;2.3;0.89;2.72;0
1.18;2.29;0.94;2.74;0
1.45;2.77;1.16;3.33;0
1.5;2.93;1.13;3.48;0
1.19;2.64;0.99;3.06;0
1.06;2.43;0.86;2.8;0
0.94;2.29;0.88;2.63;0
1.04;2.41;0.89;2.77;0
0.94;2.31;0.86;2.64;0
0.88;2.16;0.76;2.46;0
0.9;2.24;0.86;2.56;0
0.91;2.13;0.75;2.44;0
1.04;1.42;0.57;1.85;0
1.13;1.22;0.5;1.74;0
1.13;1.58;0.61;2.04;0
1.01;1.62;0.55;1.98;0
0.92;1.68;0.57;2;0
1.19;1.04;0.38;1.63;0
1.18;0.78;0.37;1.47;0
1.13;0.91;0.4;1.51;0
0.9;0.7;0.39;1.21;0
0.96;1.35;0.53;1.74;0
0.99;1.39;0.55;1.8;0
0.75;1.27;0.49;1.56;0
0.65;1.27;0.5;1.51;0
0.76;1.19;0.47;1.49;0
0.69;0.96;0.4;1.25;0
0.75;1.1;0.49;1.42;0
0.75;1.1;0.49;1.42;0
0.95;1.11;0.54;1.56;0
0.78;1.01;0.45;1.36;0
1.15;1.62;0.62;2.09;0
1.05;1.58;0.57;1.99;0
1.05;1.58;0.57;1.99;0
1.01;1.63;0.62;2.02;0
0.99;1.65;0.62;2.02;0
0.84;1.61;0.55;1.9;0
0.73;1.47;0.5;1.72;0
0.74;1.5;0.56;1.77;0
0.74;1.34;0.6;1.65;0
0.72;1.22;0.55;1.53;0
0.86;1.32;0.5;1.66;0
0.83;1.4;0.52;1.72;0
1.17;1.44;0.56;1.94;0
0.82;1.67;0.62;1.96;0
0.81;1.66;0.65;1.96;0
0.78;1.42;0.56;1.72;0
0.76;1.37;0.51;1.65;0
0.81;1.19;0.43;1.51;0
0.59;1.36;0.61;1.6;0
0.53;1.36;0.64;1.6;0
0.97;1.34;0.5;1.73;0
1.17;1.21;0.46;1.75;0
0.95;1.16;0.46;1.57;0
0.74;1.2;0.45;1.48;0
0.72;1.27;0.44;1.52;0
0.52;1.38;0.43;1.54;0
0.54;1.25;0.41;1.42;0
0.53;1.14;0.4;1.33;0
0.66;0.78;0.34;1.08;0
0.89;1.07;0.33;1.43;0
0.76;1.24;0.42;1.52;0
0.68;1.42;0.47;1.65;0
0.79;1.33;0.43;1.61;0
0.81;1.24;0.43;1.55;0
0.86;1.37;0.58;1.72;0
1.07;1.28;0.53;1.75;0
1.41;1.28;0.45;1.96;0
1.08;1.15;0.42;1.64;0
0.87;1.14;0.38;1.49;0
0.66;1.06;0.34;1.3;0
0.6;0.94;0.32;1.16;0
0.65;0.73;0.25;1.01;0
0.5;0.9;0.48;1.14;0
0.41;0.71;0.41;0.92;0
0.55;0.47;0.33;0.8;0
0.78;0.4;0.32;0.94;0
0.82;0.88;0.32;1.25;0
0.66;1.09;0.32;1.32;0
0.48;1;0.36;1.17;0
0.7;1;0.51;1.33;0
0.68;1.05;0.41;1.32;0
0.61;1.2;0.52;1.45;0
0.55;1.16;0.45;1.36;0
0.89;0.98;0.43;1.4;0
0.82;1;0.36;1.34;0
0.59;1.06;0.37;1.28;0
0.44;0.78;0.28;0.94;0
0.45;1.11;0.39;1.27;0
0.5;1.13;0.38;1.29;0
0.61;1.14;0.38;1.35;0
0.59;1.12;0.39;1.32;0
0.63;1.22;0.43;1.45;0
0.69;1.34;0.5;1.59;0
0.68;1.41;0.45;1.63;0
0.66;1.44;0.55;1.67;0
0.65;1.36;0.51;1.6;0
0.69;1.26;0.51;1.53;0
0.8;1.08;0.49;1.43;0
0.65;1.17;0.5;1.43;0
0.76;1.48;0.63;1.78;0
0.78;1.51;0.62;1.81;0
0.73;1.63;0.67;1.91;0
1.01;1.51;0.67;1.94;0
1.14;1.44;0.65;1.95;0
1.12;1.26;0.64;1.81;0
0.96;1.33;0.69;1.78;0
1.02;1.56;0.72;2;0
0.95;1.68;0.69;2.05;0
0.94;1.73;0.72;2.1;0
1.01;1.46;0.65;1.9;0
0.82;1.49;0.73;1.86;0
0.67;1.41;0.66;1.69;0
0.66;1.53;0.72;1.82;0
0.76;1.55;0.74;1.89;0
1.12;1.63;0.74;2.12;0
1.02;1.71;0.74;2.13;0
0.91;1.62;0.71;2;0
0.84;1.57;0.73;1.92;0
0.85;1.73;0.74;2.07;0
0.94;2.01;0.76;2.35;0
1.17;1.69;0.64;2.16;0
1.17;2.29;1.05;2.79;0
1.29;2.54;1.07;3.05;0
1.31;2.61;1.04;3.1;0
1.38;2.49;0.93;3;0
1.35;2.35;0.89;2.86;0
1.71;2.79;1.1;3.45;0
1.39;2.75;1.09;3.27;0
1.63;2.68;1.15;3.34;0
1.59;3.2;1.33;3.82;0
1.78;3.56;1.5;4.25;0
1.52;2.98;1.18;3.56;0
1.37;2.88;1.2;3.42;0
1.19;2.64;1.07;3.09;0
1.19;2.28;0.96;2.75;0
1.29;2.47;1.01;2.97;0
1.27;2.55;1.03;3.03;0
1.54;3.12;1.19;3.68;0
1.37;2.92;1.16;3.43;0
1.25;2.76;1.06;3.21;0
1.21;2.54;1.05;3.01;0
1.28;2.38;1.03;2.9;0
1.09;1.76;0.91;2.26;0
0.99;1.73;0.84;2.17;0
0.94;2.42;1.04;2.8;0
0.91;2.56;1.05;2.92;0
0.81;2.27;0.85;2.56;0
0.86;1.67;0.77;2.03;0
0.85;1.68;0.7;2.01;0
1.01;2.26;0.91;2.64;0
1.23;2.66;1.08;3.13;0
0.9;1.67;0.7;2.03;0
0.81;1.73;0.63;2.02;0
0.59;1.23;0.42;1.43;0
0.59;1.23;0.42;1.43;0
0.58;1.16;0.49;1.39;0
0.78;1.25;0.45;1.54;0
0.83;1.4;0.45;1.69;0
0.76;1.21;0.41;1.49;0
0.68;1.14;0.34;1.37;0
0.64;1.15;0.32;1.35;0
0.85;1.29;0.43;1.61;0
0.83;1.31;0.47;1.62;0
0.88;1.1;0.41;1.47;0
0.83;1.03;0.39;1.38;0
0.82;1.06;0.42;1.41;0
0.65;1.38;0.55;1.62;0
0.62;1.54;0.6;1.77;0
0.5;1.62;0.63;1.82;0
0.76;1.7;0.63;1.97;0
0.94;1.66;0.58;2;0
0.87;1.56;0.53;1.87;0
0.81;1.55;0.51;1.82;0
0.7;1.55;0.61;1.81;0
0.69;1.44;0.59;1.71;0
0.66;1.3;0.51;1.55;0
1.05;1.53;0.53;1.93;0
1.35;1.52;0.56;2.11;0
1.12;1.52;0.67;2;0
1.05;1.56;0.62;1.98;0
0.94;1.47;0.52;1.82;0
0.79;1.1;0.47;1.43;0
0.59;1.34;0.53;1.56;0
0.67;1.53;0.6;1.78;0
0.58;1.59;0.54;1.78;0
0.59;1.63;0.56;1.82;0
0.67;1.54;0.5;1.76;0
0.8;1.12;0.49;1.46;0
0.81;1.21;0.52;1.55;0
0.79;1.35;0.58;1.67;0
0.83;1.46;0.61;1.79;0
0.65;1.43;0.41;1.62;0
0.56;1.25;0.37;1.42;0
0.61;1.07;0.47;1.33;0
0.64;0.98;0.52;1.29;0
0.83;0.99;0.5;1.39;0
0.69;1.99;0.45;2.16;0
0.67;1.7;0.5;1.9;0
0.72;1.13;0.44;1.41;0
0.74;0.83;0.43;1.2;0
0.6;1.47;0.44;1.65;0
0.7;1.61;0.33;1.78;0
1.08;1.61;0.46;2;0
0.68;1.4;0.5;1.64;0
0.52;1.26;0.48;1.45;0
0.65;1.21;0.47;1.46;0
0.71;1.33;0.54;1.6;0
0.64;1.29;0.52;1.53;0
0.75;1.04;0.4;1.34;0
0.98;0.94;0.41;1.42;0
0.96;0.86;0.43;1.37;0
0.78;0.89;0.36;1.24;0
0.66;0.97;0.37;1.23;0
0.68;1.28;0.31;1.48;0
0.68;1.47;0.34;1.66;0
0.54;1.55;0.3;1.67;0
0.48;1.28;0.33;1.41;0
0.62;1.39;0.37;1.57;0
0.62;1.35;0.43;1.55;0
0.46;1.26;0.47;1.42;0
0.58;1.53;0.44;1.69;0
0.57;1.34;0.32;1.49;0
0.89;1.24;0.38;1.58;0
0.66;1.35;0.46;1.57;0
0.64;1.32;0.47;1.54;0
0.68;1.31;0.48;1.55;0
0.72;1.23;0.46;1.5;0
0.72;1.23;0.46;1.5;0
1.02;1.43;0.53;1.84;0
1.05;1.46;0.56;1.89;0
0.85;1.69;0.64;2;0
1.06;1.46;0.57;1.89;0
1.28;1.24;0.48;1.85;0
1.28;1.06;0.43;1.72;0
1.28;1;0.47;1.7;0
1.05;1.12;0.39;1.59;0
1.24;1.16;0.37;1.74;0
1.03;1.5;0.57;1.91;0
0.71;1.59;0.6;1.84;0
0.68;1.68;0.64;1.93;0
0.87;1.74;0.67;2.06;0
0.93;1.84;0.72;2.19;0
0.8;1.6;0.7;1.92;0
0.75;1.61;0.69;1.91;0
0.75;1.6;0.69;1.9;0
0.73;1.48;0.59;1.75;0
0.79;1.62;0.68;1.93;0
0.89;1.92;0.79;2.26;0
0.91;1.94;0.81;2.3;0
0.87;1.7;0.8;2.07;0
0.93;1.74;0.84;2.15;0
0.94;1.67;0.82;2.08;0
0.79;1.39;0.67;1.74;0
0.72;1.31;0.61;1.62;0
0.83;1.69;0.71;2.01;0
0.62;1.79;0.77;2.05;0
0.89;1.96;0.93;2.35;0
1.07;1.87;0.74;2.28;0
1;1.83;0.65;2.18;0
1;1.83;0.65;2.18;0
1.03;2.51;1.07;2.92;0
0.96;2.69;1.1;3.07;0
1.26;2.84;1.16;3.32;0
1.16;2.71;1.14;3.16;0
1.22;2.44;0.96;2.9;0
1.22;2.44;0.96;2.89;0
1.28;2.57;1.08;3.07;0
1.3;2.67;1.12;3.17;0
1.5;3.04;1.27;3.62;0
1.41;2.94;1.23;3.49;0
1.53;3;1.2;3.58;0
1.47;2.72;1.14;3.3;0
1.5;2.87;1.22;3.47;0
1.38;2.85;1.22;3.4;0
1.4;2.82;1.2;3.37;0
1.4;2.56;1.07;3.11;0
1.19;2.4;1.03;2.87;0
1.22;2.44;1;2.91;0
1.27;2.37;0.86;2.83;0
1.41;2.55;0.97;3.08;0
1.3;2.52;1.01;3.01;0
1.19;2.65;1.04;3.09;0
1.09;2.62;0.9;2.98;0
1.07;2.39;0.81;2.75;0
1.13;2.41;0.76;2.77;0
1.22;2.76;1.09;3.21;0
1.18;2.76;1.1;3.2;0
1.18;2.8;1.09;3.23;0
1.03;2.17;0.82;2.54;0
1.08;2.45;0.94;2.84;0
1.14;2.32;0.86;2.73;0
1.13;2.2;0.77;2.59;0
1.04;2.41;0.81;2.75;0
0.94;2.35;0.75;2.64;0
1.3;1.96;0.64;2.44;0
0.81;1.41;0.53;1.72;0
0.66;1.03;0.51;1.33;0
1.01;0.63;0.29;1.23;0
0.81;0.99;0.38;1.34;0
0.75;1.41;0.5;1.68;0
0.79;1.38;0.49;1.66;0
0.76;1.23;0.43;1.52;0
0.72;1.18;0.43;1.46;0
0.85;1.22;0.44;1.55;0
1;1.32;0.52;1.74;0
0.9;1.12;0.48;1.52;0
0.74;1.02;0.42;1.33;0
0.57;1.04;0.34;1.24;0
0.68;0.77;0.26;1.06;0
0.93;1.19;0.45;1.58;0
1.01;1.18;0.48;1.63;0
1.03;1.17;0.49;1.64;0
0.85;1.11;0.43;1.47;0
0.72;1.13;0.48;1.43;0
0.64;1.06;0.47;1.33;0
0.72;1;0.58;1.37;0
0.75;1.19;0.55;1.51;0
0.84;1.25;0.57;1.62;0
0.73;1.22;0.45;1.49;0
0.71;1.29;0.5;1.55;0
0.53;1.23;0.49;1.43;0
0.57;1.15;0.42;1.35;0
0.73;1.28;0.54;1.57;0
0.81;1.66;0.69;1.97;0
0.73;1.69;0.68;1.97;0
0.56;1.41;0.47;1.59;0
0.65;1.49;0.58;1.73;0
0.58;1.52;0.61;1.74;0
1.36;1.52;0.61;2.13;0
1.42;1.58;0.57;2.2;0
0.91;1.5;0.58;1.85;0
0.81;1.38;0.48;1.67;0
0.45;1.22;0.47;1.38;0
0.48;1.38;0.57;1.57;0
0.52;1.49;0.61;1.7;0
0.61;1.2;0.49;1.44;0
0.69;1.17;0.42;1.43;0
0.65;1.1;0.45;1.36;0
0.61;1.12;0.49;1.37;0
0.7;1.53;0.59;1.79;0
0.8;1.63;0.65;1.93;0
0.81;1.4;0.6;1.73;0
0.82;1.46;0.59;1.78;0
0.7;1.31;0.5;1.58;0
0.96;1.13;0.46;1.56;0
0.75;1.14;0.47;1.45;0
0.62;0.98;0.45;1.25;0
0.76;1.06;0.35;1.35;0
0.76;1.07;0.33;1.35;0
0.88;1.17;0.34;1.5;0
1.06;1.22;0.36;1.66;0
1.27;1.01;0.4;1.67;0
1.1;0.95;0.41;1.51;0
1.02;0.98;0.42;1.47;0
1.23;1.11;0.35;1.7;0
1.06;1.08;0.39;1.56;0
0.68;1.06;0.51;1.36;0
0.56;1.23;0.52;1.45;0
0.51;1.35;0.54;1.55;0
0.56;1.27;0.52;1.48;0
0.52;1.11;0.36;1.28;0
0.54;1.17;0.38;1.35;0
0.55;1.14;0.22;1.29;0
0.54;1.1;0.43;1.31;0
0.55;1.23;0.47;1.44;0
0.5;1.17;0.43;1.35;0
0.39;1.14;0.46;1.29;0
0.27;1.13;0.37;1.22;0
0.45;1.29;0.42;1.43;0
0.59;1.45;0.53;1.66;0
0.64;1.35;0.5;1.58;0
0.73;1.37;0.51;1.64;0
0.8;1.26;0.43;1.55;0
0.73;1.17;0.36;1.42;0
0.66;1.2;0.43;1.44;0
0.56;1.18;0.32;1.35;0
0.6;1.32;0.45;1.52;0
0.62;1.37;0.52;1.59;0
0.62;1.29;0.44;1.5;0
0.47;1.35;0.6;1.55;0
0.57;1.33;0.67;1.6;0
0.68;1.34;0.65;1.64;0
0.72;1.5;0.63;1.78;0
0.79;1.83;0.76;2.13;0
0.95;1.92;0.76;2.27;0
0.96;1.95;0.81;2.32;0
0.91;1.72;0.69;2.07;0
0.79;1.64;0.75;1.98;0
0.8;1.33;0.75;1.73;0
0.72;1.33;0.66;1.66;0
0.63;1.14;0.49;1.39;0
0.83;1.64;0.82;2.02;0
0.78;1.59;0.76;1.93;0
0.78;1.56;0.64;1.86;0
0.79;1.59;0.69;1.91;0
0.72;1.47;0.66;1.77;0
0.74;1.59;0.73;1.91;0
0.75;1.63;0.7;1.92;0
0.57;1.57;0.65;1.8;0
1.09;1.63;0.64;2.06;0
0.88;2.02;0.78;2.34;0
0.99;2.05;0.83;2.42;0
0.98;2.05;0.83;2.43;0
1;2.36;0.96;2.74;0
1.01;2.47;0.96;2.83;0
1.45;2.42;0.96;2.98;0
1.48;2.54;1.02;3.11;0
1.57;2.74;1.16;3.37;0
1.44;2.43;0.97;2.99;0
1.32;2.52;1.05;3.03;0
1.19;2.36;1.01;2.83;0
1.12;2.24;0.96;2.69;0
1.21;2.92;1.28;3.42;0
1.42;3.24;1.38;3.8;0
1.73;3.56;1.51;4.24;0
1.63;3.12;1.41;3.8;0
1.6;2.55;1.14;3.22;0
1.36;2.09;1.07;2.72;0
1.54;2.72;1.22;3.36;0
1.54;2.72;1.22;3.36;0
1.52;2.98;1.36;3.61;0
1.61;3.02;1.23;3.64;0
1.3;2.82;1.19;3.33;0
1.33;2.85;1.14;3.35;0
1.5;2.7;0.97;3.24;0
1.59;2.59;0.84;3.16;0
1.36;2.31;0.77;2.8;0
1.26;2.59;0.86;3.01;0
1.15;2.68;0.98;3.08;0
1.07;2.38;0.83;2.74;0
0.86;1.86;0.76;2.19;0
0.98;1.88;0.91;2.31;0
0.97;2.13;0.97;2.54;0
0.98;2.34;1.02;2.74;0
1.06;2.62;1.09;3.03;0
1.09;2.6;1.04;3.01;0
0.89;2.22;0.74;2.5;0
0.78;1.62;0.66;1.92;0
0.72;1.48;0.6;1.76;0
0.72;1.45;0.41;1.68;0
0.78;1.46;0.46;1.72;0
0.7;1.23;0.44;1.49;0
0.63;0.9;0.42;1.18;0
0.57;1.19;0.44;1.4;0
0.77;1.29;0.46;1.57;0
0.89;1.4;0.52;1.74;0
0.84;1.26;0.45;1.58;0
0.79;1.05;0.47;1.4;0
0.63;1.02;0.41;1.27;0
0.6;0.8;0.32;1.05;0
0.66;1.06;0.39;1.31;0
0.66;1.06;0.39;1.31;0
0.78;1.51;0.56;1.79;0
0.76;1.59;0.59;1.86;0
0.69;1.68;0.54;1.89;0
0.79;1.7;0.55;1.95;0
0.88;1.6;0.53;1.91;0
1.04;1.23;0.48;1.68;0
1.04;1.28;0.47;1.72;0
1.27;1.24;0.49;1.85;0
1.03;1.45;0.64;1.89;0
0.9;1.54;0.69;1.91;0
0.74;1.48;0.57;1.75;0
0.82;1.36;0.52;1.67;0
1.06;0.76;0.51;1.4;0
1.39;1.05;0.49;1.82;0
0.93;1.49;0.56;1.85;0
0.78;1.42;0.53;1.7;0
0.74;1.57;0.57;1.83;0
0.88;1.49;0.56;1.83;0
0.95;1.51;0.57;1.88;0
0.99;1.46;0.56;1.85;0
1.06;1.49;0.55;1.91;0
1.17;1.5;0.53;1.98;0
0.9;1.28;0.53;1.66;0
0.9;1.22;0.53;1.61;0
0.92;1.24;0.51;1.63;0
1.31;1.13;0.45;1.79;0
1.37;1.05;0.42;1.78;0
1.36;1.14;0.42;1.83;0
1.08;1.17;0.45;1.66;0
0.88;1.2;0.5;1.58;0
0.84;1.33;0.59;1.68;0
1.06;1.23;0.55;1.72;0
1.39;1.36;0.46;2;0
1.06;1.41;0.4;1.81;0
0.76;1.29;0.45;1.57;0
0.74;1.25;0.43;1.52;0
0.86;1.11;0.39;1.46;0
0.83;1.07;0.42;1.43;0
0.76;1.23;0.52;1.54;0
0.89;1.82;0.44;2.07;0
0.86;1.52;0.48;1.81;0
0.86;1.52;0.48;1.81;0
0.74;1.46;0.38;1.68;0
0.86;1.15;0.32;1.47;0
0.78;0.85;0.24;1.18;0
0.64;0.94;0.42;1.21;0
0.65;0.91;0.4;1.19;0
0.71;0.91;0.38;1.22;0
0.63;1.03;0.29;1.25;0
0.6;1.43;0.37;1.6;0
0.46;1.3;0.45;1.45;0
0.49;1.27;0.47;1.44;0
0.59;1.26;0.39;1.45;0
0.6;1.07;0.39;1.29;0
0.66;1.26;0.39;1.48;0
0.64;1.02;0.3;1.25;0
0.91;1.05;0.31;1.42;0
1.19;1.24;0.49;1.79;0
0.89;1.27;0.46;1.63;0
0.86;1.3;0.52;1.65;0
0.75;1.31;0.54;1.61;0
0.7;1.27;0.44;1.52;0
0.66;1.03;0.35;1.28;0
0.97;1.06;0.36;1.49;0
0.57;1.21;0.41;1.4;0
